dataset,target,model,perturbation,file,pct,seed,fold,start_time,end_time,test_accuracy@0.5,test_auprc,test_auroc,test_balanced_accuracy@0.5,test_f1@0.5,test_f2@0.5,test_minrp,test_precision@0.5,test_recall@0.5
physionet_2012,unbalanced,strats,unbalanced,physionet_2012_fold_0_unbalanced_8,8,2023,0,2026-03-28 14:47:23,2026-03-28 14:57:31,0.7642642642642643,0.2026054278764119,0.7690668301305811,0.6807446399042025,0.2731481481481481,0.4008152173913043,0.2295454545454545,0.1784274193548387,0.5822368421052632
physionet_2012,unbalanced,strats,unbalanced,physionet_2012_fold_0_unbalanced_10,10,2023,0,2026-03-28 14:47:57,2026-03-28 15:02:31,0.7602602602602603,0.2410422251482977,0.7702899627403021,0.6889772441538848,0.3272471910112359,0.4501545595054095,0.2793017456359102,0.2249034749034749,0.6005154639175257
physionet_2012,unbalanced,strats,unbalanced,physionet_2012_fold_0_unbalanced_6,6,2023,0,2026-03-28 14:46:51,2026-03-28 14:53:25,0.9106606606606606,0.135959348004132,0.758586880699451,0.5634590763851866,0.1755196304849884,0.1743119266055046,0.1785714285714285,0.1775700934579439,0.1735159817351598
physionet_2012,unbalanced,strats,unbalanced,physionet_2012_fold_0_unbalanced_2,2,2023,0,2026-03-28 14:45:46,2026-03-28 14:55:27,0.9824824824824824,0.0478639488895257,0.7844079761298305,0.5,0.0,0.0,0.0670391061452514,0.0,0.0
physionet_2012,unbalanced,strats,unbalanced,physionet_2012_fold_0_unbalanced_50,50,2023,0,2026-03-28 14:50:40,2026-03-28 15:01:34,0.6654154154154154,0.6984739012519684,0.7386971924619803,0.6692528145326042,0.6641547349912083,0.695496632996633,0.6486193827828912,0.6177570093457944,0.7180879956545356
physionet_2012,unbalanced,strats,unbalanced,physionet_2012_fold_0_unbalanced_9,9,2023,0,2026-03-28 14:47:56,2026-03-28 14:55:51,0.8023023023023023,0.2038628448058426,0.7698086337338674,0.6735939983470023,0.297153024911032,0.4000958313368472,0.2514619883040935,0.2079701120797011,0.5202492211838006
physionet_2012,unbalanced,strats,unbalanced,physionet_2012_fold_0_unbalanced_40,40,2023,0,2026-03-28 14:49:21,2026-03-28 15:03:30,0.6719219219219219,0.6172676421762737,0.7442148395721925,0.6729695187165775,0.6071321546299071,0.6472843450479233,0.5883134130146083,0.5502444323737099,0.6771390374331551
physionet_2012,unbalanced,strats,unbalanced,physionet_2012_fold_0_unbalanced_20,20,2023,0,2026-03-28 14:48:59,2026-03-28 15:00:25,0.6526526526526526,0.3968410704432104,0.7558736765903539,0.6915404337465689,0.4561128526645768,0.5981500513874615,0.4243498817966903,0.3267827063447501,0.754863813229572
physionet_2012,unbalanced,strats,unbalanced,physionet_2012_fold_0_unbalanced_7,7,2023,0,2026-03-28 14:46:57,2026-03-28 15:00:14,0.8903903903903904,0.1780524372467844,0.7689108455882353,0.6066677807486631,0.2474226804123711,0.2666666666666666,0.2307692307692307,0.2208588957055214,0.28125
physionet_2012,unbalanced,strats,unbalanced,physionet_2012_fold_0_unbalanced_1,1,2023,0,2026-03-28 14:45:13,2026-03-28 14:50:19,0.9904904904904904,0.0215920678547289,0.7304194037392623,0.5,0.0,0.0,0.0363636363636363,0.0,0.0
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_2_unbalanced_40,40,2023,2,2026-03-28 14:33:49,2026-03-28 14:35:18,0.6924424424424425,0.5750099767945014,0.7230513559685124,0.6513784239034103,0.5415889593435286,0.5189421015010722,0.5653685674547984,0.584070796460177,0.5048678720445062
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_2_unbalanced_50,50,2023,2,2026-03-28 14:33:57,2026-03-28 14:35:28,0.663913913913914,0.6528218474279583,0.7233206970014799,0.6629675499912026,0.6327590921520372,0.6457914713105604,0.6179966044142614,0.6121693121693121,0.654782116581777
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_2_unbalanced_8,8,2023,2,2026-03-28 14:32:25,2026-03-28 14:33:48,0.8138138138138138,0.1710330009559248,0.7331303684434072,0.649405823510179,0.2454361054766734,0.3408450704225352,0.2462121212121212,0.1673582295988935,0.4600760456273764
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_2_unbalanced_1,1,2023,2,2026-03-28 14:30:30,2026-03-28 14:31:54,0.9922422422422422,0.0306383479201306,0.7797909124191515,0.5,0.0,0.0,0.0769230769230769,0.0,0.0
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_2_unbalanced_2,2,2023,2,2026-03-28 14:30:46,2026-03-28 14:32:07,0.9842342342342344,0.0325541905989166,0.714596475084652,0.5,0.0,0.0,0.0512820512820512,0.0,0.0
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_2_unbalanced_3,3,2023,2,2026-03-28 14:30:49,2026-03-28 14:32:07,0.9754754754754756,0.0527045416782412,0.7185631564067392,0.5,0.0,0.0,0.0816326530612244,0.0,0.0
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_2_unbalanced_10,10,2023,2,2026-03-28 14:33:02,2026-03-28 14:34:22,0.7867867867867868,0.2146240684764175,0.7356013309549945,0.646978844426704,0.2828282828282828,0.374331550802139,0.2663185378590078,0.200956937799043,0.4772727272727273
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_2_unbalanced_30,30,2023,2,2026-03-28 14:33:43,2026-03-28 14:35:00,0.6661661661661662,0.4789270478297055,0.7275124160727496,0.6720623171589208,0.5208333333333334,0.6081194430464687,0.4915094339622641,0.4202898550724637,0.6846081208687441
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_2_unbalanced_7,7,2023,2,2026-03-28 14:32:16,2026-03-28 14:33:41,0.8656156156156156,0.1500180006316566,0.7217876192015518,0.6368202913943983,0.2447257383966244,0.310492505353319,0.2188841201716738,0.1808731808731808,0.3782608695652174
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_2_unbalanced_6,6,2023,2,2026-03-28 14:32:09,2026-03-28 14:33:34,0.9454454454454454,0.1238752423292925,0.7202234590749289,0.5163431968132314,0.0683760683760683,0.0495662949194547,0.185929648241206,0.1860465116279069,0.0418848167539267
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_2_unbalanced_20,20,2023,2,2026-03-28 14:33:17,2026-03-28 14:34:50,0.7372372372372372,0.3576695490018877,0.7285632995177566,0.6620749976360616,0.4287268770402611,0.4912718204488778,0.3833560709413369,0.3536804308797127,0.5441988950276243
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_2_unbalanced_4,4,2023,2,2026-03-28 14:30:43,2026-03-28 14:32:01,0.9669669669669668,0.0736663584289017,0.7074510634293243,0.5,0.0,0.0,0.1214285714285714,0.0,0.0
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_2_unbalanced_9,9,2023,2,2026-03-28 14:32:22,2026-03-28 14:33:44,0.7532532532532532,0.1878376712607211,0.7355912896831267,0.6508051273706323,0.2391975308641975,0.3568139963167587,0.2590163934426229,0.1543824701195219,0.5308219178082192
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_2_unbalanced_5,5,2023,2,2026-03-28 14:31:35,2026-03-28 14:33:03,0.9284284284284284,0.1225303887836807,0.7413247876719486,0.5901052390567475,0.196629213483146,0.211608222490931,0.1964285714285714,0.1758793969849246,0.2229299363057325
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_1_unbalanced_6,6,2023,1,2026-03-28 14:27:26,2026-03-28 14:28:44,0.8806306306306306,0.1656009844880597,0.7357903796223305,0.5948048472800949,0.224390243902439,0.2478448275862069,0.2074074074074074,0.1938202247191011,0.2664092664092664
physionet_2012,unbalanced,tcn,unbalanced,physionet_2012_fold_1_unbalanced_20,20,2023,1,2026-03-28 14:29:06,2026-03-28 14:30:24,0.6929429429429429,0.3756331560518027,0.7323764408969364,0.6694112227218556,0.4435374149659864,0.5397350993377483,0.4089743589743589,0.3419580419580419,0.6309677419354839
